Author ,Title,Journal,Abstract,Year
"Pokorny, Helen; Holley, Debbie; Kane, Suzanne","Commuting, transitions and belonging: the experiences of students living at home in their first year at university",HIGHER EDUCATION,"In this study, our cross-case analysis of s' lives challenges the conventional home- model of transition and highlights the importance of acknowledging the influence of this complex symbiotic relationship for s who attend  and live at home. We argue that as with stay-at-home holidays, or staycations, which are of such crucial importance to the tourism industry, so stay-at-home s or commuter s are vital to   and the term utilised here is stay. Through the narratives of stay s, we see how family and community aspects of s' lives are far more significant than previously realised, and our study suggests that these heavily influence the development of a  sense of belonging. Drawing upon biographical narrative method, this paper introduces three first-year Business and Economics s enrolled at different universities in London and explores their journeys through their transition through home, school and early  life. Ways in which key themes play out in the transition stories of our s and the challenges and obstacles for the individual are drawn out through the cross-case analysis. Findings support the existing literature around gender, class and identity; however, new insights into the importance, for these s, of family, friendships and community are presented. Our work has implications for academic staff, those writing institutional policies, and argues for the creation of different spaces within which s can integrate into their new environment.",2017
"Olson, Joann S.; Nayar-Bhalerao, Sneha",STEM faculty members and their perceptions of mentoring: I do not want to be a role model,INTERNATIONAL JOURNAL OF MENTORING AND COACHING IN EDUCATION,"Purpose The purpose of this case study is to explore the perceptions of science, technology, engineering and mathematics (STEM) faculty members toward mentoring undergraduates. Design/methodology/approach Within the context of a  scholarship and faculty development project, funded by the National Science Foundation (NSF), STEM faculty members were interviewed at a small teaching-focused  in South Texas, United States. This research study utilized a qualitative case study approach based on semi-structured interviews with nine Mathematics and Computer Science faculty members. Transcripts were coded thematically, beginning with open coding and continuing with repeated rounds of comparison leading to the identification of four themes. Findings Four themes were identified in the data: describing settings where mentoring occurs, identifying the tasks of mentoring, developing skills for mentoring others and inhabiting the identity of a mentor. These findings suggest that increasing faculty engagement and effectiveness in mentoring STEM s may be a matter of broadening the definition of mentoring and helping faculty members develop the identity of a mentor. Practical implications In an effort to promote  of s, specifically within STEM fields, many initiatives highlight the importance of faculty mentoring for undergraduate s. This research suggests that faculty members' perceptions of the role and structure of a mentoring relationship will shape this relationship and have an impact on   and success. Originality/value While most studies of faculty- mentoring focus on the experiences of s, this study explored faculty members' perceptions of that relationship.",2021
"Lieflander, Anne K.; Bogner, Franz X.; Kibbe, Alexandra; Kaiser, Florian G.",Evaluating Environmental Knowledge Dimension Convergence to Assess Educational Programme Effectiveness,INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,"One aim of environmental  is fostering sustainable environmental action. Some environmental behaviour models suggest that this can be accomplished in part by improving people's knowledge. Recent studies have identified a distinct, psychometrically supported environmental knowledge structure consisting of system, action-related and effectiveness knowledge. Besides system knowledge, which is most often the focus of such studies, incorporating the other knowledge dimensions into these dimensions was suggested to enhance effectiveness. Our study is among the first to implement these dimensions together in an al campaign and to use these dimensions to evaluate the effectiveness of a programme on water issues. We designed a four-day environmental  programme on water issues for s at an al field centre. We applied a newly developed multiple-choice instrument using a pre-, post-,  test design. The knowledge scales were calibrated with the Rasch model. In addition to the commonly assessed individual change in knowledge level, we also measured the change in knowledge convergence, the extent to which the knowledge dimensions merge as a person's environmental knowledge increases, as an innovative indicator of al success. Following programme participation, s significantly improved in terms of amount learned in each knowledge dimension and in terms of integration of the knowledge dimensions. The effectiveness knowledge shows the least gain,  and convergence, which we explain by considering the dependence of the knowledge dimensions on each other. Finally, we discuss emerging challenges for al researchers and practical implications for environmental educators.",2015
"Willcoxson, Lesley; Cotter, Julie; Joy, Sally",Beyond the first-year experience: the impact on attrition of student experiences throughout undergraduate degree studies in six diverse universities,STUDIES IN HIGHER EDUCATION,"In the face of difficult economic circumstances, increased competition and  diversity, attrition and  have become issues of great significance to    seeking to survive. A large body of work has explored the relationship between attrition and the first-year experience, but there has been little focus on s' experience of  in subsequent years despite the fact that later year attrition counts for approximately half of all attrition. This empirical research study examines s' experience of  in six diverse universities, across the three years of business degree studies. It finds that the factors correlated with intention to withdraw from  studies are differentiated by year of study, and further differentiated by the  attended. The implications of these findings are discussed and a framework for institutional action is subsequently used to outline the dimensions of a relevant  program.",2011
"Johnson, Iryna Y.; Muse, William B.", Swirl at a Single Institution: The Role of Timing and  Characteristics,RESEARCH IN HIGHER EDUCATION,"Back-and-forth enrollment at different - swirl-and concurrent enrollment at two or more -double-dipping-have become common experiences for s in the United States. However, empirical studies explaining  mobility are rather rare. This study examines how  departures from and returns to a single institution are affected by  attendance elsewhere. The model presented here demonstrates that departure rates are  for s concurrently attending another . Return rates, on the other hand, are substantially lower for those s who attend other s after departure from the study institution. The effect of multi-institutional attendance differs by  type, with the effect of 4-year out-of-state institution attendance being most pronounced. The simultaneous analysis of departures and returns provides the study institution with a more accurate and complete picture of  mobility.",2012
"Bivin, D; Rooney, PM",Forecasting credit hours,RESEARCH IN HIGHER EDUCATION,This paper employs Tobit to estimate  probabilities and credit hours at two universities. The innovation is that this technique examines credit-hour choice with the decision to depart the  treated as the choice of zero credit hours. Tobit is appropriate for this problem because it recognizes the tower bound of zero on credit hours and incorporates this bound into the parameter estimates and forecasts. Models are estimated for credit hours in a single year and cumulative hours over a six-year horizon.,1999
"Baird, Stephanie Borgert","Faculty Perceptions of Academic Advising at Small, Christian Universities",CHRISTIAN HIGHER EDUCATION,"As  , , and degree completion become important to the survival of Christian  , research on the influence of academic advising continues to emerge. Little research exists, however, on faculty perceptions of faculty advising models, specifically at small, Christian  where employing professional advising personnel might not be affordable or feasible. Such information is valuable, as it highlights the strengths and challenges of faculty advising models and gives insight to the resources or tools that faculty might need to perform this increasingly demanding job function. Thus, the purpose of this study was to explore faculty perceptions of faculty advising at small, Christian universities. Conducted at three Christian , this case study research resulted in both comparative and individual institutional findings. The commonalities across these cases were that faculty knew and enjoyed their s, but did not feel like they had time to adequately advise them. At the individual institutional level, faculty at the first institution saw the function and process of academic advising as different from enrollment. The faculty also seemed to be disengaged from their general  courses. The second institutional findings were that faculty accessibility and service were vital to academic advising, as personal interactions were believed to contribute to  success. However, significant misunderstandings of FERPA seemed to delay these processes, which likely hurt s in their efforts to complete their undergraduate degrees. Finally, faculty at the third institution felt limited by time and technology in their ability to appropriately advise their s.",2020
"Vogel, F. Ruric; Human-Vogel, Salome",Academic commitment and self-efficacy as predictors of academic achievement in additional materials science,HIGHER EDUCATION RESEARCH & DEVELOPMENT,"A great deal of research within science and engineering  revolves around academic success and  of science and engineering s. It is well known that South Africa is experiencing, for various reasons, an acute shortage of engineers. Therefore, we think it is important to understand the factors that contribute to attrition rates in  s, and engineering s in particular. The theoretical framework for the present study draws on self-regulation theory, with particular reference to the role of self-efficacy and academic commitment. Participants comprised 127 engineering s in the second year of an augmented programme. They completed the Academic Commitment Scale and the Materials Science Self-efficacy Scale. Statistical analysis included correlation and regression analysis to test the hypothesis that self-efficacy and academic commitment would predict the semester mark. Our results indicated that the self-efficacy and meaningfulness of materials science are significant predictors of investment, and that investment predicts the final semester mark. We discuss the results in terms of debates about throughput and  for engineering s and also implications for teaching and learning.",2016
"Bohl, Amanda J.; Haak, Beatriz; Shrestha, Srijana",The Experiences of Nontraditional s: A Qualitative Inquiry,JOURNAL OF CONTINUING HIGHER EDUCATION,"The number of nontraditional s enrolled in   is rising, but  of these s is a challenge. This study used a qualitative framework to examine the experiences of nontraditional undergraduate s in a  setting. Nine participants completed open-ended questionnaires, and we transcribed and coded the responses for themes. When discussing their experiences, participants spoke of five overarching themes: motivations to return, academic challenges, generation gap, support systems, and benefits of being a nontraditional . This study contributes to the literature, providing insight to the overall collegiate experience of degree-seeking, nontraditional s.",2017
"Conway, James M.; DiPlacido, Joanne",The Indirect Effect of Alcohol Use on GPA in First-Semester College s: The Mediating Role of Academic Effort,JOURNAL OF COLLEGE STUDENT RETENTION-RESEARCH THEORY & PRACTICE,"This study focused on first-semester  s, investigating (a) indirect effects of aggregate alcohol use on grade point average (GPA) through academic effort (skipping class and time on schoolwork) and (b) daily effects of alcohol use on reduced effort. Eighty s reported daily alcohol use and academic effort (skipping class and hours spent on schoolwork) during five selected weeks of their first semester; the  provided GPAs. We found strong evidence of an indirect effect of aggregate alcohol use on GPA through skipping class; there was weaker evidence for time on schoolwork as a mediator. Daily analyses showed increased skipping and reduced schoolwork on days during which s used alcohol. Intervention to increase  may focus on reducing alcohol use and on dealing with low effort (e.g., skipping class).",2015
"Redding, Christopher; Henry, Gary T.",Leaving School Early: An Examination of Novice Teachers' Within- and End-of-Year Turnover,AMERICAN EDUCATIONAL RESEARCH JOURNAL,"Most prior research measures teacher turnover as an annual event, but teachers actually leave their positions throughout the school year. We use data from North Carolina to measure teacher turnover monthly throughout the entire year and conduct an analysis of their  to examine the differences in early career teacher turnover. Annually, 6% of early career teachers turn over during the school year. Teachers trained in traditional, -based programs are most likely to move schools, and alternate entry and out-of-state prepared teachers are more likely to leave teaching, both during and at the end of the school year. We discuss the implications within-year turnover has on creating disruptive learning environments, particularly in underserved schools.",2019
"Palacios, Angelica M. G.; Wood, J. Luke",Is Online Learning the Silver Bullet for Men of Color? An Institutional-level Analysis of the California Community College System,COMMUNITY COLLEGE JOURNAL OF RESEARCH AND PRACTICE,"The spread of online courses and programs in community s across the nation has contributed to a redefinition of open-access . Accordingly, the growth in online courses has drawn attention to the value of different instructional modalities, particularly with regard to their effectiveness in learning, , and success. As a result, this study sought to determine whether or not there were differences in s' academic success and course  for community  men by racial/ethnic affiliation. This study used institutional data on men enrolled in California's community  system to provide greater insight into the effect of online learning on  success. Findings illustrated that Asian, Black, Latino, and White men were more likely to have  success outcomes when engaged in face-to-face modalities. There were no clear patterns in which online modality was better than others with regards to success, except for Black men. For these men, asynchronous with multimedia was identified as the second most effective online modality pertaining to success. This research has demonstrated the manifold benefits of face-to-face instruction. As such, face-to-face courses seemed to be the best type of modality for community  men. For that reason, careful consideration must be taken when promoting online learning to Asian, Black, Latino, and White men in community s. Though, further research is needed to better understand variation in the presentation of online learning materials and the structure of interactions within online classrooms.",2016
"Rodriguez, Adrian A.; Mallinckrodt, Brent",Native American-Identified s' Transition to College: A Theoretical Model of Coping Challenges and Resources,JOURNAL OF COLLEGE STUDENT RETENTION-RESEARCH THEORY & PRACTICE,"Interviews with 10 first-year Native American s at a predominately White institution focused on perceptions of risk and protective factors for . Grounded theory analyses suggested a model of mixed resources from two clusters of sources that assist adaptation. Participants generally experienced very high anxiety during the initial 6 to 8 weeks on campus. To cope, they tended to rely initially on established relationships with family and close others off-campus. As participants became more familiar with the , they formed new connections with faculty, staff, and campus peers. Participants also became more resilient in the face of obstacles through use of internal coping strategies. Through this transition process, participants became involved in various campus support programs or organizations and resolved to further explore their Native American heritage. First-year transition efforts should consider interventions to help Native American-identified s to manage anxiety and form connections on campus very early in their initial semester.",2021
"Pechac, Sharmaine; Slantcheva-Durst, Snejana",Coaching Toward Completion: Academic Coaching Factors Influencing Community College  Success,JOURNAL OF COLLEGE STUDENT RETENTION-RESEARCH THEORY & PRACTICE,"Aligned with the American Association of Community College's 21st Century Initiative for community  completion, coaching has emerged in   as a promising practice for  support. Although hundreds of community s have implemented coaching programs, few studies have explored the practice of coaching and its relationship with  success. This study examines the influence of specific coaching factors, including the frequency, nature, and contact modes, on community   . The study utilizes a secondary data set collected by the Ohio Association of Community Colleges. The analysis of the records of 5,808 s from 15 Midwest community s engaged in a Coaches Program shows that 31.5% of the variance in credit-hour completion can be explained by 17 factors related to  demographics, community  characteristics, and coaching factors. This established relationship between coaching factors and credit-hour completion is an important contribution of the study to existing research.",2021
"Tobolowsky, Barbara F.; Cox, Bradley E.; Chunoo, Vivechkanand S.",Bridging the Cultural Gap: Relationships Between Programmatic Offerings and First-Generation  Benchmarks,JOURNAL OF COLLEGE STUDENT RETENTION-RESEARCH THEORY & PRACTICE,"Inherent challenges affect first-generation s'  from as early as the first  year. Using cultural capital as a guide, this study is unique in that it investigates the contribution of first-year policies and programs to the success of first-generation s in 57 bachelor's degree-granting  across five states (California, Florida, Iowa, Texas, and Pennsylvania). We identified at least three policies that seem to hold promise toward improving the experience and outcomes for first-year first-generation  s. These policies were (a) residential life or campus support staff who are available and knowledgeable, (b) faculty who attend faculty orientation that includes information about first-year  experiences, and (c) faculty who attend first-year  orientation or attend first-year conferences or workshops. However, policies we might naturally expect to have been useful (e.g., information dissemination to parents, early alert intervention initiatives) showed no statistical significance. The  concludes with implications and recommendations.",2020
"Gering, Carol S.; Sheppard, Dani K.; Adams, Barbara L.; Renes, Susan L.; Morotti, Allan A.",Strengths-Based Analysis of  Success in Online Courses,ONLINE LEARNING,"Online courses today give a broad, diverse population access to  . Despite postsecondary  embracing this opportunity, scholarly literature reveals persistent concern over low  rates in online courses. In response to this concern, an explanatory sequential, mixed methods study was conducted in three phases at a public research  to simultaneously explore personal, circumstantial, and course variables associated with  success from a strengths-based perspective. In Phase One, existing data on  enrollments across four years were analyzed. During Phase Two, a subset of Phase One s from a single semester was invited to complete an assessment of noncognitive attributes and personal perceptions, followed in Phase Three by interviews among a stratified sample of successful s from the previous phase to elaborate on factors impacting their success. Quantitative analyses identified seven individual variables with statistical and practical significance for online  success. Interestingly, the combination of factors classified as predictive of success changed with  academic standing. The impact of differential success factors across academic experience may explain mixed results in previous studies. The themes that emerged from the interviews with s were congruent with quantitative findings. A unique perspective was shared when s discussed teaching themselves, providing additional insight into perceptions of teaching presence not formerly understood. The combination of a more contextual research approach, a strengths-based perspective, and insights from  perceptions yielded implications for al practice.",2018
"Mannan, Md. Abdul", attrition and academic and social integration: Application of Tinto's model at the University of Papua New Guinea,HIGHER EDUCATION,"This study explores the compensatory relationship between academic and social integration, and also assesses the differences of group specific academic and social integration in a small  in the Pacific as perceived by the s. In order to reduce attrition through developing a relevant  policy, a comprehensive group specific assessment of academic and social integration was necessary. Using the Tinto model and research instruments, an institutional academic and social integration assessment instrument was developed for measuring perceived integration climate for specific subject and year of studies groups. An important outcome of this study was the existence of a compensatory relationship between academic and social integration. Differences were found between perceived ratings of  groups for both academic and social integration.",2007
"Nadasen, Denise; List, Alexandra",Using Community College Prior Academic Performance to Predict Re-Enrollment at a Four-Year Online University,ONLINE LEARNING,"s' re-enrollment in the subsequent semester after their first semester at a four-year institution is a strong predictor of  and graduation. This is especially true for s who transfer from a community  to a four-year institution because of the many external or non-academic factors influencing a 's decision to re-enroll. This research study examines  learner characteristics and course-taking behaviors at the community  and first-term GPA at a four-year institution to predict the likelihood of re-enrollment for 8,200 s from two community s who transferred to an online, public, four-year institution. The logistic regression models showed that gender, age, and first-term GPA at the four-year institution were significant predictors of re-enrollment. These findings contribute to the growing literature on transfer s and may provide researchers and practitioners a greater understanding of how community  factors influence the progression and success for transfer s at four-year .",2016
"Chan, Hsun-yu; Wang, Xueli",Interact for What? The Relationship Between Interpersonal Interaction Based on Motivation and Educational Outcomes Among s in Manufacturing Programs at Two-Year Technical Colleges,COMMUNITY COLLEGE REVIEW,": This study explored the relationship between different types of interpersonal interaction, characterized by their underlying motivations, and al outcomes among s in manufacturing programs at two-year s. While there exist several ways to classify interaction, motivation as an inherent attribute that fuels behaviors has been largely neglected. In this study, we developed a nuanced approach to differentiating types of interaction based on s' underlying motivation and further investigated how different forms of interaction are related to al outcomes. Method: We analyzed the Community College Survey of  Engagement data and administrative records of 242 s entering manufacturing programs during 2011-2012 at four public two-year technical s in Wisconsin. The outcome variables were s' cumulative grade point average (GPA) and their /graduation status as of spring 2013. A multiple regression model and a logistic regression model were separately estimated. Results: We found that interaction can be grouped into three categories that represent different underlying motivations: interaction as a response to curricular demands, interaction for broader al purposes, and interaction for diverse experiences. Interaction for broader al purposes was positively associated with GPA, but interaction as a response to curricular demands had a negative relationship with GPA. Diversity-related interaction moderated the relationship between  under-preparedness and /graduation status. Contributions: This study provides an in-depth examination of interpersonal interaction that is based in the context of s' underlying motivations. Our findings shed fresh and nuanced light on the relationship between motivation-driven interactions and  outcomes, and inform two-year  administrators and instructors as they strive to provide an enriching learning environment where s interact with faculty and peers to not only navigate course requirements but also engage in activities contributing to their broader al and career goals.",2016
"Nin, Orlantha F. Marine; Keeton, Rebecca Gutierrez",Challenges and Realizations of First-Generation s Who Navigated through Transfer Momentum Points,COMMUNITY COLLEGE JOURNAL OF RESEARCH AND PRACTICE,"This qualitative study investigated the challenges experienced by first-generation community  s as they navigated the process of transferring to a four-year . Participants were from a pool of first-generation s who were in the process of completing steps to transferring. These participants all completed specific transfer momentum points, which indicated that they were on a pathway to transfer. This study amplified the voices of first-generation community  s who were achieving success towards transferring and described the challenges and learning that they experienced in the process. The findings indicated that participants faced several significant challenges throughout their al journey and met momentum points in a surprising number of ways. Participants struggled with financing their . They felt isolated. s experienced numerous setbacks and found it difficult to maintain motivation. In the process of overcoming these challenges, they made important realizations about themselves that were critical to their  and their ability to continue in momentum toward their transfer goals. These realizations included developing financial awareness, utilizing support systems and campus resources, staying focused and hopeful, and finding their drive. The findings of this study inform community  practices for first-generation  s with a goal of transferring.",2020
"Goad, Tyler; Jones, Emily; Bulger, Sean; Daum, David; Hollett, Nikki; Elliott, Eloise",Predicting  Success in Online Physical Education,AMERICAN JOURNAL OF DISTANCE EDUCATION,"Currently, limited data are available on   rates and attrition factors in online physical  (OLPE) courses. Several early OLPE studies as well as the 2007 NASPE Initial Guidelines for Online Physical Education have suggested that certain prescreening efforts be in place prior to  enrollment in OLPE; however, at present no such empirically sound and theoretically based screening instruments exist. The purpose of the study is to identify online  cognitive characteristics and environmental factors associated with success and/or failure within  online health-related fitness (HRF) courses. s (N = 821) enrolled in a 16-week online HRF course at a  during the Fall 2017 participated in the study. Data were collected at the beginning of the course with two previously validated research instruments, the Educational Success Prediction Instrument Version-2 (ESPRI-V2) and the Distance Learning Survey (DLS). Results reveled a relationship between course completion and six variables: GPA, class standing, hours worked outside of school, achievement, organization and study environment). The full model containing all predictors was statistically significant (chi 2 (6, N = 821) = 94.296,p<.001), indicating that the model was able to distinguish between s who completed and did not complete the online course. This analysis provides an initial understanding of the unique  characteristics affecting OLPE course completion.",2021
"Covington, Megan; Chavis, Terry; Perry, April",A scholar-practitioner perspective to promoting minority success in STEM,JOURNAL FOR MULTICULTURAL EDUCATION,"Purpose - The purpose of this conceptual paper is to present the existing research on already effective programmatic efforts designed to increase diversity in STEM fields and to subsequently encourage researchers and practitioners to more intentionally build upon and design effective interventions around this issue. Design/methodology/approach - Previous research findings accredit this success to various forms of support, such as mentors, study groups,  programs and  organizations (Hurtado et al., 2012; Maton et al., 2000; May and Chubin, 2003). Findings - Higher  professionals have experienced a rise in concern regarding the alarming disparities of minority s pursuing STEM (science, technology, engineering and mathematics) majors and careers. Because of this, researchers are interested in exploring and addressing some of the reasons. Originality/value - Through the discussion of ideas for action and the proposing of a theoretical foundation from the field of  development, the authors offer recommendations for future research and strategies to further improve recruitment,  and performance for minority s in STEM fields.",2017
"Beck, HP; Davidson, WD",Establishing an early warning system: Predicting low grades in college students from survey of academic orientations scores,RESEARCH IN HIGHER EDUCATION,"Counselors, faculty, and  personnel specialists are often unaware that  s are experiencing serious academic or adjustment difficulties until it is too late to rectify the problem. Most universities would benefit from an early warning system that detects at-risk s before performance or social problems jeopardize their  careers. This investigation demonstrated that scores from the Survey of Academic Orientations (SAO) were predictive of first-semester freshmen grades. Subsequent analysis showed that the SAO significantly improved the prediction of grade point averages, after taking the effects of Scholastic Assessment Test scores and high school percentage rank into consideration. The SAO gives educators a new early warning device, a way to identify those undergraduates most at risk of receiving poor grades. The next steps in the research process are to: (1) assess the relationship of SAO scores to other important academic indexes, such as  and  stress, and (2) determine if furnishing counselors and other  personnel with SAO scores is of therapeutic value.",2001
"Kim, Jeongeun; Jung, Jiwon; Mlambo, Yeukai Angela",Institutional Selectivity and Occupational Outcomes for STEM Graduates: A Generational Comparison,JOURNAL OF HIGHER EDUCATION,"To increase the science, technology, engineering, and mathematics (STEM) workforce, U.S.  policy has emphasized the pathways from  to STEM careers. While some scholars argue that employers prioritize the degree, and not institutional affiliation, in hiring graduates, the argument needs to be warranted with more recent data accounting for the changing market structure. Furthermore, some studies found that having a STEM degree matters more than institutional selectivity, particularly for occupational outcomes of women and racial minorities. Yet there is slim empirical evidence to support this conclusion. Using data from the National Survey of Recent College Graduates, we examine how occupational outcomes are different for different STEM degrees generated by different selectivity of  for those who graduated in the 1990s, early and mid-2000s, and late 2000s. Female graduates, although they entered the industry and STEM fields at no different levels from their male counterparts, still earned significantly lower wages. However, we found that the value of institutional selectivity changes over time as it moderates the gender wage gaps in the late 2000s. Minority STEM graduates enjoyed similar salaries to nonminority graduates, but  in STEM fields after graduation was less likely, but also moderated by the institutional selectivity.",2021
"Yamada, Hiroyuki; Bryk, Anthony S.",Assessing the First Two Years' Effectiveness of Statway (R): A Multilevel Model With Propensity Score Matching,COMMUNITY COLLEGE REVIEW,": Statway is a community  pathways initiative developed by the Carnegie Foundation for the Advancement of Teaching designed to accelerate s' progress through their developmental math sequence to acquiring  math credit in statistics. Statway is a multifaceted change initiative designed to address the complex problems that impede  success. Specifically, it is a one-year pathway program through which s acquire  math credit. Instructors use research-based learning principles to improve the content and pedagogy for  learning and incorporate social-psychological interventions to sustain  engagement and . In addition, language supports for s' accessibility to mathematics learning are integrated into the curriculum. Professional development resources assist faculty as they teach new content utilizing unfamiliar pedagogies. Statway is organized as a networked improvement community intending to accelerate educators' efforts to continuously improve. This study was aimed to assess the effectiveness of Statway during its first two years of implementation. Method: We applied a multilevel model with propensity score matching to control for possible selection bias and increase the validity of causal inference. Results: We found large effects of Statway on s attaining  math credit with persisting effects into the following year as Statway s also accumulated more -level credits. These improved outcomes emerged for each gender and race/ethnicity groups and for s with different math placement levels. Conclusion: This study provided robust evidence that Statway increases  success in acquiring  math credit and enhances equity in  outcomes. Directions for future work are suggested.",2016
"Hicks, Terence; Wood, J. Luke",A meta-synthesis of academic and social characteristic studies First-generation college students in STEM disciplines at HBCUs,JOURNAL FOR MULTICULTURAL EDUCATION,"Purpose - Given that a relatively large percentage of  s entering historically black s and universities (HBCUs) are first-generation s and considering the low completion rate among this group in the science, technology, engineering and mathematics (STEM) discipline, the purpose of this preliminary meta-synthesis study is intended to facilitate a greater understanding of the academic and social adjustment among  s, particularly first-generation  s enrolled in STEM disciplines at HBCUs. Therefore, this meta-synthesis will shed light and offer important recommendations for  administrators and faculty members in supporting the academic and social adjustment of these s in STEM fields at HBCUs. Design/methodology/approach - This review of literature was conducted using a meta-synthesis approach (also referred to as integrative review). A meta-synthesis is based on a process by which findings across multiple studies are organized and presented (Turner, Gonzalez and Wood, 2008; Wood, 2010). This approach is used to provide insight to academicians and practitioners alike on the status of research on a given phenomenon (Bland, Meurer and Maldonado, 1995; Patterson, Thorne, Canam and Jillings, 2001; Wood, 2010). We engaged in a cyclical process of collecting, annotating, and synthesizing research over a 45-year time-frame (1970 to 2015). This produced over 50 cited resources with more than 100 scholars including peer-reviewed s, reports, books, book chapters, and conference papers. Findings - Factors present in the literature that affected s enrolled in a STEM program at a HBCU are grouped into three contexts: (a) first-generation academic and social characteristics, (b) first-generation  dropout and transition, and (c) first-generation STEM . Tables 2 to 4 provide these contexts by author and year of publication. Within these general groupings, four interrelated themes emerged from the literature: (a) prior academic performance and STEM discipline, (b)  adjustment and STEM discipline, (c) social integration and STEM discipline, and (d) academic integration and STEM discipline. Originality/value - This information may help professors and  professionals in the STEM fields to be more aware of the challenges faced by incoming  s. More empirical work is needed in this area in a way that is useful for understanding and enhancing professors' and  professionals' knowledge. To this end, research that carefully describes what HBCU professors and  professionals know or their ideas about teaching  s, especially first-generation s enrolled in the STEM discipline, is needed.",2016
"Hatch-Tocaimaza, Deryl K.; Garcia, Crystal E.; Mardock-Uman, Naomi; Rodriguez, Sarah L.; Young, Dallin George",What Works: Learning Outcomes Due to Design Variations in Community College  Success Courses,TEACHERS COLLEGE RECORD,"Background/Context: Based on well-established evidence that certain  success skills and  knowledge are closely associated with academic achievement, , and completion, community s increasingly implement various types of first year  success courses and programs. However, by looking only at the distal impact of program participation, the question of whether these programs act 'tally influence those mediating skills of  success has scarcely been investigated in the   literature, let alone which program features may be determining factors. Purpose/: This study examined the scope and design of community   success courses to address which program features relate to learning objectives of  success skills,  knowledge, and engagement. Population/Participants/Subjects: Participants were s and instructors drawn from 47  success course sections at 42 public community s in 24 states, representing all U.S. geographic regions. Research Design: The study adopted a multimodal research design, using both qualitative and quantitative research methods while primarily relying on quantitative analysis. Data Collection and Analysis: s in selected  success course sections completed a pre- and postsurvey. Instructors participated in a structured interview and provided course syllabi. Course design information was quantitized and merged with -level data to model variation in learning outcomes as a function of course features, according to an activity theory conceptual framework. Data were analyzed using hierarchical linear modeling. Conclusions: Findings from this research point to several recommendations for practice by highlighting the reality that one term may be too little to learn some  success skills and that particular features of course designs may result in unintended adverse effects. Results indicate that structural elements are the most impactful features and that the skills-based curricular features that receive the most attention may be in fact the least influential features in realizing desired skills and knowledge outcomes. The study points to methodological ways forward to further explore and unpack the relationship between success course design features and al outcomes.",2019
"Blaauw-Hara, Mark","The Military Taught Me How to Study, How to Work Hard: Helping -Veterans Transition by Building on Their Strengths",COMMUNITY COLLEGE JOURNAL OF RESEARCH AND PRACTICE,"Community s are experiencing growing numbers of  veterans. Unfortunately, much training for faculty and staff tends to stem from a deficit mindset: the focus is on remediating what  veterans lack rather than building on their unique strengths. Training programs, courses, and  interventions that acknowledge and build on the strengths  veterans bring from the military to the academy will likely be more effective than those that focus solely on lack. This  identifies three key strengths characteristic to  veterans, connects them to current research on  success, and recommends ways s can build upon these strengths to support -veterans' transition to .",2016
"Goeman, Katie; Deschacht, Nick",The learning strategies of mature students: a study of social science students in Belgium,JOURNAL OF APPLIED RESEARCH IN HIGHER EDUCATION,"Purpose Though different claims are made in the literature with regard to learning approach differences between mature and non-mature  s, the issue seems to bare detailed study. The purpose of this paper is to report about an investigation of mature and non-mature  s' learning strategies. The authors examine the relationship between age and learning strategy, and assess to what extent this relationship is mediated by individual and contextual factors. Design/methodology/approach Using original survey data on 448  s enroled in Social Sciences programmes in Belgium, this paper examines the relationship between age and learning strategy and assesses to what extent this relationship is mediated by individual and contextual factors. Findings The results of the multinomial logistic regression show significant differences in learning strategies between both groups of learners. The analyses suggest that mature s are 15.3 percentage points more likely than regular s to adopt a navigator learning strategy. The navigator strategy develops in a non-linear way between the ages 30 and 37. Moreover, only a small part of the learning strategies of mature learners can be explained by mediating factors, with the job involvement playing a particular role. Research limitations/implications - This study contributes to the body of knowledge concerning the assessment and classification of learning strategies, including a focus on mediators affecting such strategies. The results are confined to only two   (HE) . Furthermore, there may be a non-response bias; it is plausible that we miss among the respondents a particular type of mature s such as those that do not like to participate or those that have dropped out of their master's programme. By means of larger, random samples in future research we should verify this study's conclusions. This study did not include motivation as a variable. However, it might also explain why mature and non-mature s' learning approaches differ. Further research could entangle motivational components in relation to learners' studying approaches. Practical implications - The research results contribute to our understanding to what extent mature and non-mature s' learning strategies differ and which mediators are prevalent in explaining these differences. It helps to understand how universities can create a supportive academic environment for mature learners. Social implications - The authors found significant differences with regard to learning strategies between mature and non-mature  s. Furthermore, having a professional occupation plays a mediating role in explaining learning strategy differences. The study raises the issue of learner-centred HE, with considerations about differentiated designs of learning environments, programmes and support services targeting s of different ages. By integrating the Assessing the Learning Strategies of Adults instrument, instructional designers can identify learning strategies and take appropriate action to accommodate learners. Additionally, awareness of one's own learning strategy strengthens mature s' decision making in self-directed learning environments. In that respect, the authors note also that  pedagogical flexibility, i.e. more varied al formats, tracks and study arrangements, ensures adult learners' access,  and  in HE. Originality/value Previous studies suggest that  learning approaches are distinguishable, but did not yet focus on differences between non-mature and mature s. As the authors include graduate s in this study, the focus is on a group which has not been studied previously.",2019
