Title,Journal,Abstract
Patient-Specific Planning for Thermal Magnetic Resonance of Glioblastoma Multiforme,CANCERS,"Simple Summary Hyperthermia was proven to enhance the efficacy of chemo- and radiation therapy treatment of glioblastoma multiforme, an aggressive brain tumor of poor prognosis. Despite good clinical results in other tumor types and locations, hyperthermia induced by electromagnetic waves in the radiofrequency range is not available so far for the treatment of brain tumors due to the highly sensitive surrounding tissue and lack of non-invasive therapy monitoring. ThermalMR integrates non-invasive diagnosis, therapy, and therapy monitoring in a single RF applicator device by employing radiowaves for magnetic resonance imaging, radiofrequency heating, as well as magnetic resonance thermometry. This work examines three optimization algorithms for hyperthermia treatment planning and up to ten RF applicator configurations for a cohort of nine patient models with glioblastoma multiforme. Clinical diversity is represented in target size and location and the inclusion of post-operative models. Our findings indicate the need and potential for patient-specific treatment planning and RF applicator design when targeting brain tumors. Thermal intervention is a potent sensitizer of cells to chemo- and radiotherapy in cancer treatment. Glioblastoma multiforme (GBM) is a potential clinical target, given the cancer's aggressive nature and resistance to current treatment options. This drives research into optimization algorithms for treatment planning as well as radiofrequency (RF) applicator design for treatment delivery. In this work, nine clinically realistic GBM target volumes (TVs) for thermal intervention are compared using three optimization algorithms and up to ten RF applicator designs for thermal magnetic resonance. Hyperthermia treatment planning (HTP) was successfully performed for all cases, including very small, large, and even split target volumes. Minimum requirements formulated for the metrics assessing HTP outcome were met and exceeded for all patient specific cases. Results indicate a 16 channel two row arrangement to be most promising. HTP of TVs with a small extent in the cranial-caudal direction in conjunction with a large radial extent remains challenging despite the advanced optimization algorithms used. In general, deep seated targets are favorable. Overall, our findings indicate that a one-size-fits-all RF applicator might not be the ultimate approach in hyperthermia of brain tumors. It stands to reason that modular and reconfigurable RF applicator configurations might best suit the needs of targeting individual GBM geometry."
Emerging Vaccine Informatics,JOURNAL OF BIOMEDICINE AND BIOTECHNOLOGY,"Vaccine informatics is an emerging research area that focuses on development and applications of bioinformatics methods that can be used to facilitate every aspect of the preclinical, clinical, and postlicensure vaccine enterprises. Many immunoinformatics algorithms and resources have been developed to predict T-and B-cell immune epitopes for epitope vaccine development and protective immunity analysis. Vaccine protein candidates are predictable in silico from genome sequences using reverse vaccinology. Systematic transcriptomics and proteomics gene expression analyses facilitate rational vaccine design and identification of gene responses that are correlates of protection in vivo. Mathematical simulations have been used to model host-pathogen interactions and improve vaccine production and vaccination protocols. Computational methods have also been used for development of immunization registries or immunization information systems, assessment of vaccine safety and efficacy, and immunization modeling. Computational literature mining and databases effectively process, mine, and store large amounts of vaccine literature and data. Vaccine Ontology (VO) has been initiated to integrate various vaccine data and support automated reasoning."
Self-projection and the default network in frontotemporal dementia,NATURE REVIEWS NEUROLOGY,"Converging evidence suggests that when individuals are left to think to themselves, a socalled default network of the brain is engaged, allowing the individual to daydream, reflect on their past, imagine possible future scenarios, and consider the viewpoints of others. These flexible self-relevant mental explorations enable the anticipation and evaluation of events before they occur, and are essential for successful social interactions. Such self-projective efforts are particularly vulnerable to disruption in frontotemporal dementia (FTD), a neurodegenerative disorder involving damage to the frontal and temporal lobes of the brain. In this Review, we explore how the progressive degeneration of the neural networks in two subtypes of FTD-the behavioral variant and semantic dementia-affects key structures of the default network and putative self-projective functions. We examine the available evidence from studies of autobiographical memory, episodic future thinking, theory of mind, moral reasoning, and economic decision-making in these neurodegenerative diseases. Finally, we propose that the mapping of default-network functions onto discrete subsystems of the default network may need revision in light of neuropsychological and clinical evidence from studies in patients with FTD."
Employment of intra-individual variability to improve computerized ECG interpretation,"MEDINFO 2001: PROCEEDINGS OF THE 10TH WORLD CONGRESS ON MEDICAL INFORMATICS, PTS 1 AND 2","One of the reasons for the limited practical utility of computer programs for interpretation Of electrocardiograms (ECGs) is their susceptibility to intraindividual variability. Two of the most prominent sources of intra-individual variability in ECGs, electrode placement variations and respiration, were studied for their effects on computerized ECG interpretation. Previous research has shown that the effects of intra-individual variability on computerized ECG interpretation depend largely on the individual ECG. To enable the assessment of chest electrode position variations for individual standard 12-lead ECGs, ECGs resulting from simulations of such position variations were interpreted. Variability due to respiration was assessed by interpretating all individual ECG beats instead of an averaged beat. In this paper two methods are presented that employ information about the intra-individual variability in individual ECGs. The first method provides an estimate of the reliability of the interpretation, the second attempts to improve the interpretation itself In the first method we quantified the variation in interpretation caused by the two sources of intra-individual variability with the use of a stability index, a high index value indicating a low variation in interpretation. This index was subsequently studied using two sets of ECGs. For the first set a 'clinical' reference interpretation was obtained from discharge letters. For the second set three cardiologists provided a 'cardiologists' reference. The performance of subgroups of ECGs having stability indices higher than a particular value was computed, It appeared that for the 'cardiologists' reference, the interpretations of ECGs with a high stability index were more often correct. No effect was found for the 'clinical' reference. In the second method we attempted to improve the original interpretation by combining the alternative interpretations into a new interpretation. This was done by taking the median or the average of the quantified alternatives. These combined interpretations proved to perform better than the original interpretation when a cardiologist's interpretation was taken as a reference. This paper shows that intra-individual ECG variability can be used to improve original interpretations. This can be done without having, to record multiple ECGs, provided that a model is available to simulate intra-individual variability. The presented methods do not depend on the classification algorithm that is used. They can be used both during classifier design to correct imperfections, and in routine use of the classifier to produce more representative classifications."
A latent class based imputation method under Bayesian quantile regression framework using asymmetric Laplace distribution for longitudinal medication usage data with intermittent missing values,JOURNAL OF BIOPHARMACEUTICAL STATISTICS,"Evaluating the association between diseases and the longitudinal pattern of pharmacological therapy has become increasingly important. However, in many longitudinal studies, self-reported medication usage data collected at patients' follow-up visits could be missing for various reasons. These pieces of missing or inaccurate/untenable information complicate determining the trajectory of medication use and its complete effects for patients. Although longitudinal models can deal with specific types of missing data, inappropriate handling of this issue can lead to a biased estimation of regression parameters especially when missing data mechanisms are complex and depend upon multiple sources of variation. We propose a latent class-based multiple imputation (MI) approach using a Bayesian quantile regression (BQR) that incorporates cluster of unobserved heterogeneity for medication usage data with intermittent missing values. Findings from our simulation study indicate that the proposed method performs better than traditional MI methods under certain scenarios of data distribution. We also demonstrate applications of the proposed method to data from the Prospective Study of Outcomes in Ankylosing Spondylitis (AS) cohort when assessing an association between longitudinal nonsteroidal anti-inflammatory drugs (NSAIDs) usage and radiographic damage in AS, while the longitudinal NSAID index data are intermittently missing."
Noninvasive Intracranial Hypertension Detection Utilizing Semisupervised Learning,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,"Intracranial pressure (ICP) monitoring is an established clinical practice in managing patients with risk of acute ICP elevation although the clinically accepted way of measuring ICP remains invasive. However, the invasive nature of ICP measurement obviates its application in many clinical circumstances such as diagnosis of idiopathic intracranial hypertension (IH). We propose a noninvasive diagnostic tool for IH based on the morphological analysis of cerebral blood flow velocity waveforms. We mainly compare two types of IH detection methods: one based on the traditional supervised learning approach and the other based on the semisupervised learning approach. Our simulation results demonstrate that the predictive accuracy (area under the curve) of the semisupervised IH detection method can be as high as 92% while that of the supervised IH detection method is only around 82%. It should be noted that the predictive accuracy of the pulsatility index (PI)-based IH detection method is as low as 59%. Although the predictive accuracy is a widely used accuracy measurement, it does not consider clinical consequences of necessary and unnecessary treatments. For this reason, we have adopted the decision curve analysis to address this issue. The decision curve analysis results show that the semisupervised IH detection method is not only more accurate, but also clinically more useful than the supervised IH detection method or the PI-based IH detection method."
The effect of finite diffusion gradient pulse duration on fibre orientation estimation in diffusion MRI,NEUROIMAGE,"An essential step for fibre-tracking is the accurate estimation of neuronal fibre orientations within each imaging voxel, and a number of methods have been proposed to reconstruct the orientation distribution function based on sampling three-dimensional q-space. In the q-space formalism, very short (infinitesimal) gradient pulses are the basic requirement to obtain the true spin displacement probability density function. On current clinical MR systems however, the diffusion gradient pulse duration (delta) is inevitably finite due to the limit on the achievable gradient intensity. The failure to satisfy the short gradient pulse (SGP) requirement has been a recurrent criticism for fibre orientation estimation based on the q-space approach. In this study, the influence of a finite delta on the DW signal measured as a function of gradient direction is described theoretically and demonstrated through simulations and experimental models. Our results suggest that the current practice of using long delta for DW imaging on human clinical MR scanners, which is enforced by hardware limitations, might in fact be beneficial for estimating fibre orientations. For a given b-value, the prolongation of delta is advantageous for estimating fibre orientations for two reasons: first, it leads to a boost in DW signal in the transverse plane of the fibre. Second, it stretches out the shape of the measured diffusion profile, which improves the contrast between DW orientations. This is especially beneficial for resolving crossing fibres, as this contrast is essential to discriminate between different fibre directions. (C) 2010 Elsevier Inc. All rights reserved."
A Machine Learning Methodology for Diagnosing Chronic Kidney Disease,IEEE ACCESS,"Chronic kidney disease (CKD) is a global health problem with high morbidity and mortality rate, and it induces other diseases. Since there are no obvious symptoms during the early stages of CKD, patients often fail to notice the disease. Early detection of CKD enables patients to receive timely treatment to ameliorate the progression of this disease. Machine learning models can effectively aid clinicians achieve this goal due to their fast and accurate recognition performance. In this study, we propose a machine learning methodology for diagnosing CKD. The CKD data set was obtained from the University of California Irvine (UCI) machine learning repository, which has a large number of missing values. KNN imputation was used to fill in the missing values, which selects several complete samples with the most similar measurements to process the missing data for each incomplete sample. Missing values are usually seen in real-life medical situations because patients may miss some measurements for various reasons. After effectively filling out the incomplete data set, six machine learning algorithms (logistic regression, random forest, support vector machine, k-nearest neighbor, naive Bayes classifier and feed forward neural network) were used to establish models. Among these machine learning models, random forest achieved the best performance with 99.75% diagnosis accuracy. By analyzing the misjudgments generated by the established models, we proposed an integrated model that combines logistic regression and random forest by using perceptron, which could achieve an average accuracy of 99.83% after ten times of simulation. Hence, we speculated that this methodology could be applicable to more complicated clinical data for disease diagnosis."
Dental decision-making under general anesthesia for patients with disabilities: A qualitative study,SPECIAL CARE IN DENTISTRY,"Aims: This paper explores the variables which influence decision-making processes in dentists providing dental care for people with disabilities under general anesthesia (GA). Methods: Face-to-face semi-structured interviews were undertaken on a purposive sample. Audio recordings were transcribed and checked for accuracy. Using thematic content analysis methods open codes were developed inductively. Codes were analyzed further by three authors adopting a deductive approach, leading to final coding, sorting and themes, subtheme and framework development. Results: Three themes emerged. The first theme explored Shared Decision Making, or lack thereof, as it influenced clinical reasoning. The second (Systematic, Analytical) and third (Intuition, and heuristics) themes explored features of clinical judgment as considered under dual process theory. Dentists primarily used intuitive decision-making processes and heuristic styled processes (or cognitive mental frames) assisted in intuition to extract teeth, without engaging type 2 processes. Conclusion: The dentists experience subtle modifiers to their decision-making that ultimately promote extraction of teeth under GA for people with disabilities. Bias training, simulation and post-hoc reflection are examples of recommendations which may be used to improve decision-making in this area."
ARTIFICIAL INTELLIGENCE IN PHARMACEUTICAL INDUSTRY: THE FUTURE IS HERE,INTERNATIONAL JOURNAL OF LIFE SCIENCE AND PHARMA RESEARCH,"Artificial Intelligence (AI) is the simulation of human behavior in relation to the processes of intelligence involved in problem solving. Such mechanisms include human cognitive science reading, observation, preparation, interpretation, reasoning, correction, speech recognition, linguistics, and other sources. AI simplifies tasks by making machines learn from past experiences, mapping efforts and actions to results, identifying errors, correcting them, adjusting to new and random input values, and effortlessly performing human-like tasks through in-depth scenario analysis. AI simplifies work by analyzing, filtering, sorting, predicting, scoping, and determining large data volumes to follow the best implementation procedures for producing an optimal solution. The major pharmaceutical industry applications of AI as on 2019 are; Discovery and development of new drugs; AI is helping big pharma create cures for complex and rare diseases such as Alzheimer's and Parkinson, Drug-Adherence and Dosage; Using AI to make sense of clinical data and to produce better analytics; Finding more reliable patients faster for clinical trials; Introducing automated robot pharmacies to fill prescriptions and dispensing; and marketing, logistics and supply chain. AI is the future of pharma but the technology is available now. Artificial Intelligence can cut costs down, create new, effective treatments and above all else, help save lives. So biotech companies should start making use of the advantages of AI at the earliest. The industry therefore has a lot to gain from embracing solutions to AI and machine learning. It can be used to create a strong, sustainable pipeline of new medicines to good effect. Using the power of modern supercomputers and machine learning would make it possible for us to produce medicines faster and at reduced costs. This article reviews exhaustively the present status and future prospects of Artificial Intelligence in pharmaceutical sciences with specific attention to pharmaceutical industry. The literature has been collected from Pubmed, Google Scholar and commercial websites related to this field. More emphasis has been given to commercial application of AI in pharmaceutical industry in future. In conclusion, the future lies in cooperation between humans and machines, and alongside technological advances, human clinical experts will need to adapt, learn and grow. Although potential experts will have to be both medical and technology experts, it is evolution of medicine, not extinction."
Modeling of the children's hip joint in diagnostics of bone deformation in cerebral palsy,4TH EUROPEAN CONFERENCE OF THE INTERNATIONAL FEDERATION FOR MEDICAL AND BIOLOGICAL ENGINEERING,"Development of a musculoskeletal system is strongly influenced by mechanical factors. Muscle forces are one of the most important sources of loadings acting on bone elements and any disturbances of their activity can lead to severe pathology. Cerebral palsy (CP) is an example of such a situation. Hip joint deformity, leading to its subluxation and finally dislocation, is one of the most serious complications accompanying CP. The aim of presented research is to establish the methodology of computer-aided diagnostics based on three-dimensional (3D) modeling and numerical simulation of the children's hip joint in the case of cerebral palsy. Geometrical models of pelvis and femoral bones were developed based on data obtained from computer tomography (CT). The data were processed with the use of MIMICS software and the structure of particular bone elements has been reconstructed. Based on this model a new kind of 3D index for rating hip joint deformity can be calculated. The final stage of research is FEM modeling (ANSYS v.11), which is very useful for understanding the mechanobiological reasons for bone deformity progress. Numerical modeling is very useful in diagnostics of bone deformity in cerebral palsied hip joint. Evaluation of the present stage of pathology as well as biomechanical analysis of its development is possible. In this way, optimization of the customized plan of treatment for particular patients can be performed."
Mechanistic insights into high mobility group box-1 (HMGb1)-induced Toll-like receptor 4 (TLR4) dimer formation,JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,"Supplemental data for this article can be accessed here.High mobility group box-1 (HMGb1), an endogenous danger-associated molecular pattern protein (DAMP) whose extracellular release has been associated with sterile injury and various inflammatory diseases and conditions, has been shown to be a valuable clinical drug target. Elucidation of the specific interactions with the HMGb1 receptor, Toll-like receptor 4 (TLR4) and adaptor protein myeloid differentiation factor-2 (MD-2), will lead to more precisely targeted therapeutics. We sought to examine detailed interactions and dynamics of the HMGb1 A-box and B-box fragments, as well as the intact protein using in silico protein-protein docking (ZDOCK, ZRANK) and molecular dynamics (Schrodinger Desmond, New York, NY). Mutagenesis and SPR-binding studies allowed us to draw further conclusions regarding the details of the HMGb1-TLR4-MD2 interaction and shed light on the reasons for the opposing biological activities of HMGb1 A-box and B-box fragments. From our findings, we hypothesize that disulfide A-box fragment binds as an anchor toward the TLR4-MD-2 but does not facilitate the TLR4 dimer formation, thereby competing with the HMGb1-binding site and preventing HMGb1-induced signaling and downstream inflammation, whereas the pro-inflammatory B-box fragment retains the MD-2 active conformation and binds to both TLR4 proteins in the complex to aid TLR4 dimer formation, which activates the intracellular signaling for downstream inflammatory pathways and cytokine release. Communicated by Ramaswamy H. Sarma"
Estimating Treatment Effects for Recurrent Events in the Presence of Rescue Medications: An Application to the Immune Thrombocytopenia Study,STATISTICS IN BIOSCIENCES,"In many clinical studies, patients may experience the same type of event of interest repeatedly over time. However, the assessment of treatment effects is often complicated by the rescue medication uses due to ethical reasons. For example, in the motivating trial in studying the Immune Thrombocytopenia (ITP), when the interest lies in evaluating the treatment benefit of investigational product (IP) on reducing patient's repeated bleeding, rescue medication such as platelet transfusions may be allowed to raise platelet counts. Both the intention-to-treat analysis and treating the intermediate rescue medication as covariate tend to attenuate the treatment benefit, and the estimates can be biased if interpreted as causal. In this paper, we propose a general causal framework when intermediate rescue medications are informative. We adopt the inverse weighted estimation approach to estimate the treatment effect, where weights are constructed to reflect time-dependent medication use probabilities. The proposed estimators are shown to be asymptotically normal and are demonstrated to perform well in small-sample simulation studies. The application to the ITP studies reveals a stronger benefit of using IP in reducing bleeding."
Predicting target vessel location on robot-assisted coronary artery bypass graft using CT to ultrasound registration,MEDICAL PHYSICS,"Purpose: Although robot-assisted coronary artery bypass grafting (RA-CABG) has gained more acceptance worldwide, its success still depends on the surgeon's experience and expertise, and the conversion rate to full sternotomy is in the order of 15%-25%. One of the reasons for conversion is poor preoperative planning, which is based solely on pre-operative computed tomography (CT) images. In this paper, the authors propose a technique to estimate the global peri-operative displacement of the heart and to predict the intra-operative target vessel location, validated via both an in vitro and a clinical study. Methods: As the peri-operative heart migration during RA-CABG has never been reported in the literatures, a simple in vitro validation study was conducted using a heart phantom. To mimic the clinical workflow, a pre-operative CT as well as peri-operative ultrasound images at three different stages in the procedure (Stage(0)-following intubation; Stage(1)-following lung deflation; and Stage(2)-following thoracic insufflation) were acquired during the experiment. Following image acquisition, a rigid-body registration using iterative closest point algorithm with the robust estimator was employed to map the pre-operative stage to each of the peri-operative ones, to estimate the heart migration and predict the peri-operative target vessel location. Moreover, a clinical validation of this technique was conducted using offline patient data, where a Monte Carlo simulation was used to overcome the limitations arising due to the invisibility of the target vessel in the peri-operative ultrasound images. Results: For the in vitro study, the computed target registration error (TRE) at Stage(0), Stage(1), and Stage(2) was 2.1, 3.3, and 2.6 mm, respectively. According to the offline clinical validation study, the maximum TRE at the left anterior descending (LAD) coronary artery was 4.1 mm at Stage(0), 5.1 mm at Stage(1), and 3.4 mm at Stage(2). Conclusions: The authors proposed a method to measure and validate peri-operative shifts of the heart during RA-CABG. In vitro and clinical validation studies were conducted and yielded a TRE in the order of 5 mm for all cases. As the desired clinical accuracy imposed by this procedure is on the order of one intercostal space (10-15 mm), our technique suits the clinical requirements. The authors therefore believe this technique has the potential to improve the pre-operative planning by updating peri-operative migration patterns of the heart and, consequently, will lead to reduced conversion to conventional open thoracic procedures. (C) 2012 American Association of Physicists in Medicine. [DOI: 10.1118/1.3684958]"
Indications for propensity scores and review of their use in pharmacoepidemiology,BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY,"Use of propensity scores to identify and control for confounding in observational studies that relate medications to outcomes has increased substantially in recent years. However, it remains unclear whether, and if so when, use of propensity scores provides estimates of drug effects that are less biased than those obtained from conventional multivariate models. In the great majority of published studies that have used both approaches, estimated effects from propensity score and regression methods have been similar. Simulation studies further suggest comparable performance of the two approaches in many settings. We discuss five reasons that favour use of propensity scores: the value of focus on indications for drug use; optimal matching strategies from alternative designs; improved control of confounding with scarce outcomes; ability to identify interactions between propensity of treatment and drug effects on outcomes; and correction for unobserved confounders via propensity score calibration. We describe alternative approaches to estimate and implement propensity scores and the limitations of the C-statistic for evaluation. Use of propensity scores will not correct biases from unmeasured confounders, but can aid in understanding determinants of drug use and lead to improved estimates of drug effects in some settings."
In vitro replication of spontaneous fractures of the proximal human femur,JOURNAL OF BIOMECHANICS,"Spontaneous fractures (i.e. caused by sudden loading and muscle contraction, not by trauma) represent a significant percentage of proximal femur fractures. They are particularly relevant as may occur in elderly (osteoporotic) subjects, but also in relation to epiphyseal prostheses. Despite its clinical and legal relevance, this type of fracture has seldom been investigated. Studies concerning spontaneous fractures are based on a variety of loading scenarios. There is no evidence, nor consensus on the most relevant loading scenario. The aim of this work was to develop and validate an experimental method to replicate spontaneous fractures in vitro based on clinically relevant loading. Primary goals were: (i) repeatability and reproducibility, (ii) clinical relevance. A validated numerical model was used to identify the most critical loading scenario that can lead to head-neck fractures, and to determine if it is necessary to include muscle forces when the head-neck region is under investigation. The numerical model indicated that the most relevant loading scenario is when the resultant joint force is applied to the head at 8 degrees from the diaphysis. Furthermore, it was found that it is not essential to include the muscles when investigating head-neck fractures. The experimental setup was consequently designed. The procedure included high-speed filming of the fracture event. Clinically relevant fracture modes were obtained on 10 cadaveric femurs. Failure load should be reported as a fraction of donor's body-weight to reduce variability. The proposed method can be used to investigate the reason and mechanism of failure of natural and operated proximal femurs. (c) 2007 Elsevier Ltd. All rights reserved."
Needle-tissue interaction forces - A survey of experimental data,MEDICAL ENGINEERING & PHYSICS,"The development of needles, needle-insertion simulators, and needle-wielding robots for use in a clinical environment depends on a thorough understanding of the mechanics of needle-tissue interaction. It stands to reason that the forces arising from this interaction are influenced by numerous factors, such as needle type, insertion speed, and tissue characteristics. However, exactly how these factors influence the force is not clear. For this reason, the influence of various factors on needle insertion-force was investigated by searching literature for experimental data. This resulted in a comprehensive overview of experimental insertion-force data available in the literature, grouped by factor for quick reference. In total, 99 papers presenting such force data were found, with typical peak forces in the order of 1-10N. The data suggest, for example, that higher velocity tends to decrease puncture force and increase friction. Furthermore, increased needle diameter was found to increase peak forces, and conical needles were found to create higher peak forces than beveled needles. However, many questions remain open for investigation, especially those concerning the influence of tissue characteristics. (C) 2012 IPEM. Published by Elsevier Ltd. All rights reserved."
Implementation of a structured patient handoff between health care providers at a private facility in the Autonomous City of Buenos Aires,ARCHIVOS ARGENTINOS DE PEDIATRIA,"Introduction. Failures in communication are common during patient handoffs between physicians, which predisposes to errors. Few articles have been published on this topic in Argentina. For this reason, our objective was to confirm whether using a structured handoff (I-PASS), which has been successfully used in the USA by Doctor Starmer, may reduce the omission of key data without prolonging its duration at our department. Population and methods. The study was conducted at a private facility in the Autonomous City of Buenos Aires between June 15th, 2017 and March 31st, 2018. It had a quasi-experimental, uncontrolled, before-and-after design. Pre- and post-intervention handoffs were assessed. The intervention included training physicians on how to use a structured handoff mnemonic (I-PASS: illness severity, patient summary, action list, situation awareness and contingency planning, synthesis by receiver), training on team work, written computerized handoff document, feedback observations, and simulation. Results. A total of 158 and 124 pre- and post- intervention assessments were done respectively. The pre- and post-intervention comparison showed a significant improvement in most of the handoff key points. The time used for the handoff was 199 seconds (174-225) before the intervention and 210 seconds (190-230) after the intervention, p = 0.523; interruptions also decreased significantly. Conclusion. Introducing the I-PASS program reduced key data omission without prolonging handoffs. Interruptions were also reduced"
Economic Analysis of Anatomic Plating Versus Tubular Plating for the Treatment of Fibula Fractures,ORTHOPEDICS,"Ankle fractures are among the most common injuries requiring operative management. Implant choices include one-third tubular plates and anatomically precontoured plates. Although cadaveric studies have not revealed biomechanical differences between various plate constructs, there are substantial cost differences. This study sought to characterize the economic implications of implant choice. A retrospective review was undertaken of 201 consecutive patients with operatively treated OTA type 44B and 44C ankles. A Nationwide Inpatient Sample query was performed to estimate the incidence of ankle fractures requiring fibular plating, and a Monte Carlo simulation was conducted with the estimated at-risk US population for associated plate-specific costs. The authors estimated an annual incidence of operatively treated ankle fractures in the United States of 59,029. The average cost was $90.86 (95% confidence interval, $90.84-$90.87) for a one-third tubular plate vs $746.97 (95% confidence interval, $746.55-$747.39) for an anatomic plate. Across the United States, use of only one-third tubular plating over anatomic plating would result in statistically significant savings of $38,729,517 (95% confidence interval, $38,704,773-$38,754,261; P<.0001). General use of one-third tubular plating instead of anatomic plating whenever possible for fibula fractures could result in cost savings of up to nearly $40 million annually in the United States. Unless clinically justifiable on a per-case basis, or until the advent of studies showing substantial clinical benefit, there currently is no reason for the increased expense from widespread use of anatomic plating for fractures amenable to one-third tubular plating."
Preparation and in vivo efficient anti-infection property of GTR/GBR implant made by metronidazole loaded electrospun polycaprolactone nanofiber membrane,INTERNATIONAL JOURNAL OF PHARMACEUTICS,"Infection is the major reason of GTR/GBR membrane failure in clinical application. In this work, we developed GTR/GBR nanofiber membranes with localized drug delivery function to prevent infection. Metronidazole (MNA), an antibiotic, was successfully incorporated into electrospun polycaprolactone (PCL) nanofibers at different concentrations (0, 1, 5, 10, 20, 30, and 40 wt% polymer). To obtain the optimum anti-infection membrane, we systematically investigated the physical-chemical and mechanical properties of the nanofiber membranes with different drug contents. The interaction between PCL and MNA was identified by molecular dynamics simulation. MNA released in a controlled, sustained manner over 2 weeks and the antibacterial activity of the released MNA remained. The incorporation of MNA improved the hydrophilicity and in vitro biodegradation rate of PCL nanofibers. The nanofiber membranes allowed cells to adhere to and proliferate on them and showed excellent barrier function. The membrane loaded with 30% MNA had the best comprehensive properties. Analysis of subcutaneous implants demonstrated that MNA-loaded nanofibers evoked a less severe inflammatory response than pure PCL nanofibers. These results demonstrate the potential of MNA-loaded nanofiber membranes as GTR/GBR membrane with antibacterial and anti-inflammatory function for extensive biomedical applications. (C) 2014 Elsevier B.V. All rights reserved."
Development of Knee Joint Robot for Students Becoming Therapists -Development of Training Program for Skill Attainment in Manual Therapy Techniques-,"2012 12TH INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND SYSTEMS (ICCAS)","Students becoming physical therapists (PT) or occupational therapists (OT) cannot experience rehabilitation for actual patients' troubles before clinical training. For this reason we have developed the knee joint robot imitating patients' troubles such as range of motion trouble, contracture, rigidity, spasticity and so on. Therefore students can experience rehabilitation for patients' troubles virtually by using the robot. Moreover, from the standpoint of educational effect we have to develop a training program using the robot for the students to learn skilled manual therapy techniques for patients' troubles. In this paper, we propose a training program consisting of the monitoring system, the force display system, the supervisory system and the evaluation system. Firstly, we develop monitoring function in which the graphs of robot's angle, velocity and their appropriate values for training are displayed during training. Secondly, we develop simulation algorithms of clonus and hypertonia occurring in manual therapy. Lastly, we develop an evaluation method of manual therapy techniques for a patient with hypertonia."
Numerical analysis of blood flow in human abdominal aorta,ADVANCES IN FLUID MECHANICS VI,"A CFD model of flow hemodynamics in abdominal aortic aneurysm to estimate the effect of four different flow conditions on velocity and pressure profiles was developed and verified. The reconstruction of blood flow domain geometry was performed on the basis of CT examination. Our own software was used for CT image segmentation and real blood flow domain geometry reconstruction. Data necessary for determination of initial and boundary conditions as well as for verification of developed CFD model were collected from USG-Doppler examinations at 4 characteristic areas of the abdominal aorta. The result of these calculations proved that, irrespective of the applied boundary conditions and flow type, velocity profiles in all of the analysed models were similar. The comparison of theoretical and experimental results showed a significant difference in the absolute values of both velocities and heart-work period length. The reasons for the discrepancies were analyzed indicating both numerical factors and the character and accuracy of the USG examination."
Exploring the emergence and evolution of population patterns of leisure-time physical activity through agent-based modelling,INTERNATIONAL JOURNAL OF BEHAVIORAL NUTRITION AND PHYSICAL ACTIVITY,"Most interventions aiming to promote leisure-time physical activity (LTPA) at population level showed small or null effects. Approaching the problem from a systems science perspective may shed light on the reasons for these results. We developed an agent-based model to explore how the interactions between psychological attributes and built and social environments may lead to the emergence and evolution of LTPA patterns among adults. The modeling process consisted of four stages: (1) conceptual model development, (2) formulation of the agent-based model, (3) parametrization and calibration, and (4) consistency and sensitivity analyses. The model represents a stylized community containing two types of agents: persons and LTPA sites. Persons interact with each other (proximal network and perceived community) and with the built environment (LTPA sites) over time. Decision-making is based on the person's intention to practice LTPA, conditioned to the perceived environment. Each iteration is equivalent to one week and we assessed a period of 10 years. The model was able to reproduce population temporal trends of intention and LTPA reported in the literature. Sensitivity analyses indicated that population patterns and trends of intention and LTPA were highly influenced by the relationship between a person's behavior in the preceding week and his current intention, the person's access to built and social environment, and the density of LTPA sites. The proposed agent-based model is suitable to explore the emergence and evolution of LTPA patterns among adults, considering the dynamic interaction between individuals' psychological attributes and the built and social environments in which they live. The model is available at https://doi.org/10.17605/OSF.IO/J2KAS."
